id,position,is_classified,status,detail,points,is_eligible_for_points,grid,time,fastest_lap_rank,laps_completed,round_entry_id,session_id
6897,19,f,11,Engine,0,t,2,,,43,6897,874
6898,20,f,11,Engine,0,t,7,,,41,6898,874
6899,21,f,11,Engine,0,t,16,,,38,6899,874
6900,22,f,11,Gearbox,0,t,21,,,29,6900,874
6901,23,f,11,Oil leak,0,t,6,,,21,6901,874
6902,24,f,11,Engine,0,t,3,,,11,6902,874
6903,25,f,10,Accident,0,t,24,,,2,6903,874
6904,26,f,10,Accident,0,t,11,,,0,6904,874
6909,1,t,0,Finished,9,t,4,01:41:45.93,,75,6909,877
6910,2,t,0,Finished,6,t,2,01:41:47.82,,75,6910,877
6911,3,t,1,+1 Lap,4,t,15,,,74,6911,877
6912,4,t,1,+1 Lap,3,t,17,,,74,6912,877
6913,5,t,11,Out of fuel,2,t,12,,,73,6913,877
6914,6,t,1,+2 Laps,1,t,6,,,73,6914,877
6915,7,t,1,+2 Laps,0,t,19,,,73,6915,877
6916,8,t,1,+2 Laps,0,t,18,,,73,6916,877
6917,9,t,1,+2 Laps,0,t,20,,,73,6917,877
6918,10,t,1,+2 Laps,0,t,25,,,73,6918,877
6919,11,t,1,+3 Laps,0,t,24,,,72,6919,877
6920,12,t,10,Accident,0,t,22,,,67,6920,877
6921,13,t,11,Engine,0,t,16,,,67,6921,877
6922,14,f,20,Disqualified,0,t,23,,,52,6922,877
6923,15,f,11,Suspension,0,t,10,,,39,6923,877
6924,16,f,10,Accident,0,t,5,,,34,6924,877
6925,17,f,11,Engine,0,t,13,,,32,6925,877
6926,18,f,11,Engine,0,t,11,,,31,6926,877
6927,19,f,11,Ignition,0,t,7,,,18,6927,877
6928,20,f,11,Throttle,0,t,9,,,17,6928,877
6929,21,f,11,Engine,0,t,1,,,14,6929,877
6930,22,f,10,Accident,0,t,26,,,8,6930,877
6931,23,f,10,Accident,0,t,3,,,5,6931,877
6932,24,f,11,Ignition,0,t,21,,,4,6932,877
6933,25,f,11,Oil leak,0,t,8,,,2,6933,877
6934,26,f,10,Accident,0,t,14,,,0,6934,877
6943,1,t,0,Finished,9,t,4,01:27:50.3,,52,6943,880
6944,2,t,0,Finished,6,t,5,01:28:07.26,,52,6944,880
6945,3,t,0,Finished,4,t,16,01:28:13.93,,52,6945,880
6946,4,t,0,Finished,3,t,9,01:28:18.78,,52,6946,880
6947,5,t,0,Finished,2,t,7,01:28:20.41,,52,6947,880
6948,6,t,0,Finished,1,t,12,01:29:09.52,,52,6948,880
6949,7,t,1,+2 Laps,0,t,24,,,50,6949,880
6950,8,t,1,+2 Laps,0,t,8,,,50,6950,880
6951,9,t,1,+4 Laps,0,t,23,,,48,6951,880
6952,10,f,11,Transmission,0,t,17,,,41,6952,880
6953,11,f,10,Spun off,0,t,2,,,39,6953,880
6954,12,f,10,Spun off,0,t,6,,,39,6954,880
6955,13,f,11,Engine,0,t,15,,,38,6955,880
6956,14,f,11,Engine,0,t,11,,,31,6956,880
6957,15,f,10,Spun off,0,t,1,,,26,6957,880
6958,16,f,11,Engine,0,t,13,,,24,6958,880
6959,17,f,11,Engine,0,t,3,,,23,6959,880
6960,18,f,11,Engine,0,t,20,,,23,6960,880
6961,19,f,11,Engine,0,t,18,,,19,6961,880
6962,20,f,11,Engine,0,t,21,,,9,6962,880
6963,21,f,10,Accident,0,t,10,,,5,6963,880
6964,22,f,11,Suspension,0,t,22,,,4,6964,880
6965,23,f,11,Engine,0,t,19,,,4,6965,880
6966,24,f,10,Accident,0,t,14,,,3,6966,880
6977,1,t,0,Finished,9,t,1,01:58:23.267,,59,6977,883
6978,2,t,0,Finished,6,t,4,01:58:25.293,,59,6978,883
6979,3,t,0,Finished,4,t,9,01:59:42.146,,59,6979,883
6980,4,t,0,Finished,3,t,7,02:00:03.882,,59,6980,883
6981,5,t,0,Finished,2,t,19,02:00:11.405,,59,6981,883
6982,6,t,1,+1 Lap,1,t,6,,,58,6982,883
6983,7,t,1,+1 Lap,0,t,10,,,58,6983,883
6984,8,t,1,+1 Lap,0,t,20,,,58,6984,883
6985,9,t,1,+1 Lap,0,t,16,,,58,6985,883
6986,10,t,1,+2 Laps,0,t,17,,,57,6986,883
6987,11,t,1,+2 Laps,0,t,25,,,57,6987,883
6988,12,t,1,+2 Laps,0,t,3,,,57,6988,883
6989,13,t,1,+2 Laps,0,t,18,,,57,6989,883
6990,14,t,1,+3 Laps,0,t,8,,,56,6990,883
6991,15,t,1,+3 Laps,0,t,23,,,56,6991,883
6992,16,t,1,+3 Laps,0,t,5,,,56,6992,883
6993,17,t,1,+4 Laps,0,t,22,,,55,6993,883
6994,18,t,1,+4 Laps,0,t,24,,,55,6994,883
6995,19,t,1,+5 Laps,0,t,11,,,54,6995,883
6996,20,f,11,Alternator,0,t,14,,,30,6996,883
6997,21,f,10,Accident,0,t,12,,,17,6997,883
6998,22,f,10,Accident,0,t,2,,,14,6998,883
6999,23,f,10,Accident,0,t,21,,,10,6999,883
7000,24,f,11,Fuel pump,0,t,15,,,8,7000,883
7001,25,f,10,Accident,0,t,26,,,6,7001,883
7002,26,f,10,Accident,0,t,13,,,3,7002,883
7004,1,t,0,Finished,9,t,9,01:40:00,,80,7004,886
7005,2,t,0,Finished,6,t,6,01:40:06.77,,80,7005,886
7006,3,t,0,Finished,4,t,5,01:40:15.76,,80,7006,886
7007,4,t,0,Finished,3,t,7,01:40:46.69,,80,7007,886
7008,5,t,0,Finished,2,t,16,01:41:03.26,,80,7008,886
7009,6,t,10,Accident,1,t,15,,,78,7009,886
7010,7,t,1,+2 Laps,0,t,22,,,78,7010,886
7011,8,t,1,+2 Laps,0,t,23,,,78,7011,886
7012,9,t,11,Engine,0,t,1,,,77,7012,886
7013,10,t,10,Spun off,0,t,8,,,76,7013,886
7014,11,t,11,Engine,0,t,20,,,76,7014,886
7015,12,t,11,Transmission,0,t,17,,,76,7015,886
7016,13,f,10,Accident,0,t,2,,,61,7016,886
7017,14,f,11,Engine,0,t,21,,,56,7017,886
7018,15,f,11,Fuel leak,0,t,3,,,34,7018,886
7019,16,f,10,Accident,0,t,25,,,32,7019,886
7020,17,f,10,Accident,0,t,24,,,31,7020,886
7021,18,f,11,Engine,0,t,18,,,29,7021,886
7022,19,f,11,Engine,0,t,19,,,29,7022,886
7023,20,f,11,Fuel system,0,t,12,,,20,7023,886
7024,21,f,11,Engine,0,t,13,,,19,7024,886
7025,22,f,10,Accident,0,t,4,,,17,7025,886
7026,23,f,11,Transmission,0,t,11,,,12,7026,886
7027,24,f,11,Suspension,0,t,10,,,1,7027,886
7028,25,f,10,Accident,0,t,14,,,0,7028,886
7029,26,f,30,Withdrew,0,t,0,,,0,7029,886
7031,1,t,0,Finished,9,t,2,01:31:51.68,,73,7031,889
7032,2,t,0,Finished,6,t,7,01:32:54.13,,73,7032,889
7033,3,t,0,Finished,4,t,15,01:32:58.07,,73,7033,889
7034,4,t,0,Finished,3,t,12,01:32:58.29,,73,7034,889
7035,5,t,11,Out of fuel,2,t,5,,,72,7035,889
7036,6,t,1,+1 Lap,1,t,13,,,72,7036,889
7037,7,t,1,+1 Lap,0,t,4,,,72,7037,889
7038,8,t,1,+2 Laps,0,t,9,,,71,7038,889
7039,9,t,1,+2 Laps,0,t,22,,,71,7039,889
7040,10,t,1,+2 Laps,0,t,6,,,71,7040,889
7041,11,t,1,+2 Laps,0,t,11,,,71,7041,889
7042,12,t,1,+4 Laps,0,t,23,,,69,7042,889
7043,13,f,11,Gearbox,0,t,14,,,63,7043,889
7044,14,f,11,Engine,0,t,10,,,43,7044,889
7045,15,f,11,Gearbox,0,t,3,,,29,7045,889
7046,16,f,11,Engine,0,t,8,,,28,7046,889
7047,17,f,11,Engine,0,t,16,,,14,7047,889
7048,18,f,10,Accident,0,t,18,,,5,7048,889
7049,19,f,10,Accident,0,t,20,,,5,7049,889
7050,20,f,11,Engine,0,t,17,,,3,7050,889
7051,21,f,10,Collision,0,t,1,,,1,7051,889
7052,22,f,10,Collision,0,t,19,,,1,7052,889
7053,23,f,10,Collision,0,t,21,,,1,7053,889
7054,1,t,0,Finished,9,t,1,01:37:04.47,,52,7054,892
7055,2,t,0,Finished,6,t,5,01:37:17.68,,52,7055,892
7056,3,t,0,Finished,4,t,10,01:37:18.11,,52,7056,892
7057,4,t,0,Finished,3,t,6,01:37:20.52,,52,7057,892
7058,5,t,0,Finished,2,t,3,01:38:19.32,,52,7058,892
7059,6,t,0,Finished,1,t,9,01:38:24.37,,52,7059,892
7060,7,t,0,Finished,0,t,2,01:38:27.07,,52,7060,892
7061,8,t,0,Finished,0,t,7,01:38:43.35,,52,7061,892
7062,9,t,0,Finished,0,t,17,01:38:45.07,,52,7062,892
7063,10,t,0,Finished,0,t,15,01:38:47.97,,52,7063,892
7064,11,t,0,Finished,0,t,13,01:38:53.54,,52,7064,892
7065,12,t,1,+1 Lap,0,t,11,,,51,7065,892
7066,13,t,1,+1 Lap,0,t,24,,,51,7066,892
7067,14,t,1,+1 Lap,0,t,23,,,51,7067,892
7068,15,t,1,+1 Lap,0,t,16,,,51,7068,892
7069,16,t,11,Engine,0,t,8,,,50,7069,892
7070,17,t,1,+2 Laps,0,t,18,,,50,7070,892
7071,18,t,1,+2 Laps,0,t,12,,,50,7071,892
7072,19,f,11,Engine,0,t,4,,,41,7072,892
7073,20,f,11,Fuel system,0,t,14,,,36,7073,892
7074,21,f,11,Distributor,0,t,21,,,35,7074,892
7075,22,f,11,Engine,0,t,22,,,28,7075,892
7076,23,f,11,Differential,0,t,20,,,9,7076,892
7077,24,f,11,Overheating,0,t,19,,,4,7077,892
7081,1,t,0,Finished,9,t,4,01:49:59.86,,63,7081,895
7082,2,t,0,Finished,6,t,7,01:50:48.99,,63,7082,895
7083,3,t,0,Finished,4,t,10,01:50:56.88,,63,7083,895
7084,4,t,0,Finished,3,t,3,01:51:32.98,,63,7084,895
7085,5,t,1,+1 Lap,2,t,15,,,62,7085,895
7086,6,t,1,+1 Lap,1,t,19,,,62,7086,895
7087,7,t,1,+1 Lap,0,t,20,,,62,7087,895
7088,8,t,1,+2 Laps,0,t,21,,,61,7088,895
7089,9,t,1,+2 Laps,0,t,14,,,61,7089,895
7090,10,t,1,+4 Laps,0,t,18,,,59,7090,895
7091,11,t,1,+5 Laps,0,t,8,,,58,7091,895
7092,12,f,11,Physical,0,t,22,,,40,7092,895
7093,13,f,10,Spun off,0,t,6,,,35,7093,895
7094,14,f,10,Spun off,0,t,5,,,34,7094,895
7095,15,f,10,Spun off,0,t,2,,,25,7095,895
7096,16,f,11,Fuel system,0,t,9,,,25,7096,895
7097,17,f,10,Accident,0,t,12,,,16,7097,895
7098,18,f,10,Collision,0,t,1,,,15,7098,895
7099,19,f,11,Brakes,0,t,23,,,13,7099,895
7100,20,f,11,Overheating,0,t,13,,,11,7100,895
7101,21,f,10,Accident,0,t,11,,,8,7101,895
7102,22,f,10,Accident,0,t,24,,,5,7102,895
7103,23,f,11,Transmission,0,t,17,,,0,7103,895
7104,24,f,30,Withdrew,0,t,16,,,0,7104,895
7109,1,t,0,Finished,9,t,12,01:42:15.767,,78,7109,898
7110,2,t,0,Finished,6,t,11,01:42:16.233,,78,7110,898
7111,3,t,0,Finished,4,t,10,01:42:20.209,,78,7111,898
7112,4,t,0,Finished,3,t,18,01:42:46.753,,78,7112,898
7113,5,t,0,Finished,2,t,13,01:43:24.985,,78,7113,898
7114,6,t,1,+1 Lap,1,t,14,,,77,7114,898
7115,7,t,1,+1 Lap,0,t,2,,,77,7115,898
7116,8,t,1,+1 Lap,0,t,17,,,77,7116,898
7117,9,t,1,+1 Lap,0,t,22,,,77,7117,898
7118,10,t,1,+1 Lap,0,t,21,,,77,7118,898
7119,11,t,1,+2 Laps,0,t,20,,,76,7119,898
7120,12,t,1,+2 Laps,0,t,19,,,76,7120,898
7121,13,f,11,Engine,0,t,7,,,63,7121,898
7122,14,f,10,Spun off,0,t,5,,,59,7122,898
7123,15,f,10,Accident,0,t,4,,,56,7123,898
7124,16,f,11,Oil leak,0,t,8,,,55,7124,898
7125,17,f,10,Spun off,0,t,9,,,55,7125,898
7126,18,f,11,Engine,0,t,1,,,52,7126,898
7127,19,f,11,Engine,0,t,23,,,52,7127,898
7128,20,f,11,Engine,0,t,15,,,43,7128,898
7129,21,f,11,Suspension,0,t,26,,,39,7129,898
7130,22,f,11,Engine,0,t,6,,,38,7130,898
7131,23,f,11,Clutch,0,t,24,,,15,7131,898
7132,24,f,11,Transmission,0,t,16,,,9,7132,898
7133,25,f,11,Oil leak,0,t,25,,,8,7133,898
7134,26,f,11,Engine,0,t,3,,,5,7134,898
7139,1,t,0,Finished,9,t,1,01:52:01.301,,80,7139,901
7140,2,t,0,Finished,6,t,4,01:52:12.362,,80,7140,901
7141,3,t,0,Finished,4,t,12,01:52:30.252,,80,7141,901
7142,4,t,0,Finished,3,t,6,01:52:46.904,,80,7142,901
7143,5,t,0,Finished,2,t,14,01:53:24.185,,80,7143,901
7144,6,t,1,+1 Lap,1,t,9,,,79,7144,901
7145,7,t,1,+1 Lap,0,t,8,,,79,7145,901
7146,8,t,1,+1 Lap,0,t,15,,,79,7146,901
7147,9,t,1,+1 Lap,0,t,18,,,79,7147,901
7148,10,t,1,+1 Lap,0,t,20,,,79,7148,901
7149,11,t,1,+5 Laps,0,t,19,,,75,7149,901
7150,12,t,10,Accident,0,t,11,,,74,7150,901
7151,13,f,10,Accident,0,t,10,,,59,7151,901
7152,14,f,11,Transmission,0,t,17,,,50,7152,901
7153,15,f,11,Turbo,0,t,13,,,43,7153,901
7154,16,f,10,Accident,0,t,2,,,38,7154,901
7155,17,f,11,Ignition,0,t,3,,,27,7155,901
7156,18,f,11,Gearbox,0,t,22,,,25,7156,901
7157,19,f,11,Gearbox,0,t,21,,,17,7157,901
7158,20,f,11,Brakes,0,t,16,,,11,7158,901
7159,21,f,11,Gearbox,0,t,5,,,9,7159,901
7160,22,f,10,Accident,0,t,7,,,5,7160,901
7161,23,f,30,Accident,0,t,0,,,0,7161,901
7162,24,f,30,Accident,0,t,0,,,0,7162,901
7169,1,t,0,Finished,9,t,5,01:55:14.66,,75,7169,904
7170,2,t,0,Finished,6,t,3,01:55:37.11,,75,7170,904
7171,3,t,0,Finished,4,t,9,01:55:46.95,,75,7171,904
7172,4,t,0,Finished,3,t,2,01:55:48.19,,75,7172,904
7173,5,t,0,Finished,2,t,13,01:56:22.72,,75,7173,904
7174,6,t,0,Finished,1,t,14,01:56:23.43,,75,7174,904
7175,7,t,1,+1 Lap,0,t,11,,,74,7175,904
7176,8,t,1,+1 Lap,0,t,1,,,74,7176,904
7177,9,t,1,+1 Lap,0,t,20,,,74,7177,904
7178,10,t,1,+4 Laps,0,t,12,,,71,7178,904
7179,11,t,1,+6 Laps,0,t,4,,,69,7179,904
7180,12,f,10,Accident,0,t,8,,,62,7180,904
7181,13,f,11,Gearbox,0,t,7,,,56,7181,904
7182,14,f,11,Handling,0,t,6,,,43,7182,904
7183,15,f,11,Driver unwell,0,t,19,,,38,7183,904
7184,16,f,11,Oil leak,0,t,10,,,29,7184,904
7185,17,f,11,Brakes,0,t,16,,,27,7185,904
7186,18,f,10,Accident,0,t,17,,,24,7186,904
7187,19,f,11,Gearbox,0,t,15,,,13,7187,904
7188,20,f,11,Transmission,0,t,18,,,8,7188,904
48414,2,t,,,,t,,,,,26163,4550
48415,3,t,,,,t,,,,,26161,4550
48416,4,t,,,,t,,,,,26164,4550
48417,5,t,,,,t,,,,,26180,4550
48418,6,t,,,,t,,,,,26165,4550
48419,7,t,,,,t,,,,,26176,4550
48420,8,t,,,,t,,,,,26170,4550
7199,1,t,0,Finished,9,t,1,01:39:52.02,,70,7199,907
7200,2,t,0,Finished,6,t,7,01:40:01.92,,70,7200,907
7201,3,t,0,Finished,4,t,2,01:40:16.36,,70,7201,907
7202,4,t,0,Finished,3,t,4,01:40:39.06,,70,7202,907
7203,5,t,10,Accident,2,t,14,,,69,7203,907
7204,6,t,1,+1 Lap,1,t,23,,,69,7204,907
7205,7,t,1,+1 Lap,0,t,24,,,69,7205,907
7206,8,t,1,+1 Lap,0,t,21,,,69,7206,907
7207,9,t,1,+2 Laps,0,t,19,,,68,7207,907
7208,10,t,1,+2 Laps,0,t,11,,,68,7208,907
7209,11,t,1,+2 Laps,0,t,16,,,68,7209,907
7210,12,t,1,+6 Laps,0,t,22,,,64,7210,907
7211,13,t,11,Engine,0,t,12,,,63,7211,907
7212,14,f,10,Spun off,0,t,10,,,56,7212,907
7213,15,f,1,Not classified,0,t,20,,,56,7213,907
7214,16,f,10,Spun off,0,t,5,,,53,7214,907
7215,17,f,11,Gearbox,0,t,13,,,51,7215,907
7216,18,f,11,Transmission,0,t,18,,,40,7216,907
7217,19,f,11,Suspension,0,t,8,,,31,7217,907
7218,20,f,10,Spun off,0,t,17,,,26,7218,907
7219,21,f,10,Accident,0,t,9,,,18,7219,907
7220,22,f,10,Accident,0,t,3,,,0,7220,907
7221,23,f,10,Accident,0,t,6,,,0,7221,907
7222,24,f,10,Accident,0,t,15,,,0,7222,907
48421,9,f,,,,t,,,,,26166,4550
48422,10,f,,,,t,,,,,26167,4550
7229,1,t,0,Finished,9,t,1,01:41:47.06,,75,7229,910
7230,2,t,0,Finished,6,t,2,01:42:06.62,,75,7230,910
7231,3,t,0,Finished,4,t,10,01:42:24.3,,75,7231,910
7232,4,t,0,Finished,3,t,9,01:42:47.12,,75,7232,910
7233,5,t,0,Finished,2,t,7,01:42:52.99,,75,7233,910
7234,6,t,1,+1 Lap,1,t,4,,,74,7234,910
7235,7,t,1,+1 Lap,0,t,16,,,74,7235,910
7236,8,t,1,+1 Lap,0,t,18,,,74,7236,910
7237,9,t,1,+1 Lap,0,t,17,,,74,7237,910
7238,10,t,1,+1 Lap,0,t,5,,,74,7238,910
7239,11,t,1,+2 Laps,0,t,23,,,73,7239,910
7240,12,t,1,+4 Laps,0,t,13,,,71,7240,910
7241,13,t,1,+4 Laps,0,t,11,,,71,7241,910
7242,14,t,1,+4 Laps,0,t,19,,,71,7242,910
7243,15,t,11,Fuel pipe,0,t,22,,,67,7243,910
7244,16,f,11,Engine,0,t,21,,,64,7244,910
7245,17,f,11,Throttle,0,t,15,,,62,7245,910
7246,18,f,10,Accident,0,t,3,,,57,7246,910
7247,19,f,11,Engine,0,t,6,,,56,7247,910
7248,20,f,11,Engine,0,t,12,,,51,7248,910
7249,21,f,11,Suspension,0,t,24,,,45,7249,910
7250,22,f,11,Engine,0,t,8,,,21,7250,910
7251,23,f,11,Exhaust,0,t,20,,,21,7251,910
7252,24,f,10,Spun off,0,t,14,,,16,7252,910
7258,1,t,0,Finished,9,t,3,01:41:00.606,,70,7258,913
7259,2,t,0,Finished,6,t,5,01:41:34.625,,70,7259,913
7260,3,t,0,Finished,4,t,4,01:41:34.711,,70,7260,913
7261,4,t,1,+1 Lap,3,t,15,,,69,7261,913
7262,5,t,1,+1 Lap,2,t,16,,,69,7262,913
7263,6,t,1,+1 Lap,1,t,13,,,69,7263,913
7264,7,t,1,+1 Lap,0,t,11,,,69,7264,913
7265,8,t,1,+1 Lap,0,t,14,,,69,7265,913
7266,9,t,1,+1 Lap,0,t,7,,,69,7266,913
7267,10,t,1,+1 Lap,0,t,8,,,69,7267,913
7268,11,t,1,+2 Laps,0,t,20,,,68,7268,913
7269,12,t,1,+2 Laps,0,t,21,,,68,7269,913
7270,13,t,1,+2 Laps,0,t,19,,,68,7270,913
7271,14,t,1,+3 Laps,0,t,24,,,67,7271,913
7272,15,t,1,+7 Laps,0,t,23,,,63,7272,913
7273,16,f,1,+8 Laps,0,t,22,,,62,7273,913
7274,17,f,11,Engine,0,t,1,,,46,7274,913
7275,18,f,11,Wheel,0,t,9,,,46,7275,913
7276,19,f,11,Suspension,0,t,12,,,42,7276,913
7277,20,f,11,Engine,0,t,10,,,28,7277,913
7278,21,f,10,Spun off,0,t,2,,,19,7278,913
7279,22,f,11,Overheating,0,t,6,,,16,7279,913
7280,23,f,10,Accident,0,t,17,,,8,7280,913
7281,24,f,10,Accident,0,t,18,,,7,7281,913
7285,1,t,0,Finished,9,t,2,01:38:51.92,,54,7285,916
7286,2,t,0,Finished,6,t,5,01:38:54.85,,54,7286,916
7287,3,t,0,Finished,4,t,4,01:39:11.72,,54,7287,916
7288,4,t,0,Finished,3,t,1,01:39:28.8,,54,7288,916
7289,5,t,0,Finished,2,t,14,01:39:33.73,,54,7289,916
7290,6,t,0,Finished,1,t,7,01:39:46.45,,54,7290,916
7291,7,t,0,Finished,0,t,10,01:39:46.66,,54,7291,916
7292,8,t,0,Finished,0,t,12,01:40:16.8,,54,7292,916
7293,9,t,0,Finished,0,t,6,01:40:18.98,,54,7293,916
7294,10,t,0,Finished,0,t,16,01:40:21.9,,54,7294,916
7295,11,t,1,+1 Lap,0,t,20,,,53,7295,916
7296,12,t,1,+1 Lap,0,t,9,,,53,7296,916
7297,13,t,1,+1 Lap,0,t,25,,,53,7297,916
7298,14,t,1,+1 Lap,0,t,18,,,53,7298,916
7299,15,t,1,+1 Lap,0,t,21,,,53,7299,916
7300,16,t,1,+2 Laps,0,t,26,,,52,7300,916
7301,17,t,1,+2 Laps,0,t,19,,,52,7301,916
7302,18,t,1,+5 Laps,0,t,8,,,49,7302,916
7303,19,f,11,Engine,0,t,24,,,45,7303,916
7304,20,f,11,Suspension,0,t,15,,,43,7304,916
7305,21,f,11,Engine,0,t,23,,,40,7305,916
7306,22,f,11,Engine,0,t,22,,,28,7306,916
7307,23,f,11,Engine,0,t,3,,,10,7307,916
7308,24,f,11,Engine,0,t,13,,,10,7308,916
7309,25,f,11,Electrical,0,t,17,,,4,7309,916
7310,26,f,11,Engine,0,t,11,,,1,7310,916
7314,1,t,0,Finished,9,t,8,01:42:12.39,,76,7314,919
7315,2,t,0,Finished,6,t,4,01:42:13.62,,76,7315,919
7316,3,t,0,Finished,4,t,9,01:42:49.64,,76,7316,919
7317,4,t,0,Finished,3,t,10,01:43:25.66,,76,7317,919
7318,5,t,1,+1 Lap,2,t,18,,,75,7318,919
7319,6,t,1,+1 Lap,1,t,20,,,75,7319,919
7320,7,t,1,+1 Lap,0,t,16,,,75,7320,919
7321,8,t,1,+1 Lap,0,t,24,,,75,7321,919
7322,9,t,1,+1 Lap,0,t,25,,,75,7322,919
7323,10,t,1,+3 Laps,0,t,7,,,73,7323,919
